 2024/04/25 11:59:55.448,100,51,1410,1410,100
 2024/04/25 11:59:57.529,100,48,1410,1410,100
 2024/04/25 11:59:59.612,98,42,1410,1410,98
 2024/04/25 12:00:01.681,100,42,1410,1410,100
 2024/04/25 12:00:03.742,100,54,1410,1410,100
 2024/04/25 12:00:05.825,100,41,1395,1410,98.93617021
 2024/04/25 12:00:07.936,100,40,1410,1410,100
 2024/04/25 12:00:10.046,100,46,1410,1410,100
 2024/04/25 12:00:12.147,100,48,1410,1410,100
 2024/04/25 12:00:14.277,99,43,1410,1410,99
 2024/04/25 12:00:16.397,100,49,1410,1410,100
 2024/04/25 12:00:18.465,100,43,1410,1410,100
 2024/04/25 12:00:20.556,100,54,1410,1410,100
 2024/04/25 12:00:22.627,100,43,1410,1410,100
 2024/04/25 12:00:24.721,100,51,1410,1410,100
 2024/04/25 12:00:26.781,100,61,1410,1410,100
 2024/04/25 12:00:28.847,99,42,1410,1410,99
 2024/04/25 12:00:30.911,99,57,1395,1410,97.94680851
 2024/04/25 12:00:32.971,100,48,1410,1410,100
 2024/04/25 12:00:35.073,100,59,1410,1410,100
 2024/04/25 12:00:37.190,100,58,1410,1410,100
 2024/04/25 12:00:39.299,100,51,1410,1410,100
 2024/04/25 12:00:41.398,100,58,1410,1410,100
 2024/04/25 12:00:43.461,100,56,1410,1410,100
 2024/04/25 12:00:45.557,100,57,1410,1410,100
 2024/04/25 12:00:47.623,100,59,1410,1410,100
 2024/04/25 12:00:49.724,100,42,1410,1410,100
 2024/04/25 12:00:51.788,100,39,1410,1410,100
 2024/04/25 12:00:53.851,100,46,1410,1410,100
 2024/04/25 12:00:55.954,100,34,1410,1410,100
 2024/04/25 12:00:58.019,100,45,1410,1410,100
 2024/04/25 12:01:00.083,100,35,1410,1410,100
 2024/04/25 12:01:02.143,100,36,1410,1410,100
 2024/04/25 12:01:04.253,100,27,1410,1410,100
 2024/04/25 12:01:06.376,100,24,1410,1410,100
 2024/04/25 12:01:08.477,100,23,1410,1410,100
 2024/04/25 12:01:10.584,100,33,1410,1410,100
 2024/04/25 12:01:12.685,100,35,1410,1410,100
 2024/04/25 12:01:14.795,100,29,1410,1410,100
 2024/04/25 12:01:16.905,100,29,1410,1410,100
 2024/04/25 12:01:19.028,100,32,1410,1410,100
 2024/04/25 12:01:21.138,100,31,1410,1410,100
 2024/04/25 12:01:23.238,100,30,1410,1410,100
 2024/04/25 12:01:25.337,100,31,1410,1410,100
 2024/04/25 12:01:27.428,100,40,1410,1410,100
 2024/04/25 12:01:29.491,100,41,1410,1410,100
 2024/04/25 12:01:31.573,100,42,1410,1410,100
 2024/04/25 12:01:33.675,100,40,1410,1410,100
 2024/04/25 12:01:35.780,95,45,1410,1410,95
 2024/04/25 12:01:37.878,86,73,1410,1410,86
 2024/04/25 12:01:39.968,100,56,1410,1410,100
 2024/04/25 12:01:42.056,100,62,1410,1410,100
 2024/04/25 12:01:45.090,99,37,1410,1410,99
 2024/04/25 12:01:47.159,100,46,1410,1410,100
 2024/04/25 12:01:49.222,100,45,1410,1410,100
 2024/04/25 12:01:51.299,100,52,1410,1410,100
 2024/04/25 12:01:53.384,99,55,1410,1410,99
 2024/04/25 12:01:55.452,99,52,1410,1410,99
 2024/04/25 12:01:57.516,100,61,1410,1410,100
 2024/04/25 12:01:59.631,100,58,1410,1410,100
 2024/04/25 12:02:01.703,99,46,1410,1410,99
 2024/04/25 12:02:03.780,100,54,1410,1410,100
 2024/04/25 12:02:05.919,100,60,1410,1410,100
 2024/04/25 12:02:07.999,99,47,1410,1410,99
 2024/04/25 12:02:10.106,100,45,1410,1410,100
 2024/04/25 12:02:12.173,100,63,1410,1410,100
 2024/04/25 12:02:14.259,100,60,1410,1410,100
 2024/04/25 12:02:16.391,100,46,1410,1410,100
 2024/04/25 12:02:18.489,100,39,1410,1410,100
 2024/04/25 12:02:20.592,100,62,1410,1410,100
 2024/04/25 12:02:22.665,100,59,1410,1410,100
