 2024/04/25 12:33:14.307,0,0,1410,1410,0
 2024/04/25 12:33:16.384,82,64,1410,1410,82
 2024/04/25 12:33:18.470,92,73,1410,1410,92
 2024/04/25 12:33:20.566,92,76,1395,1410,91.0212766
 2024/04/25 12:33:22.667,93,76,1410,1410,93
 2024/04/25 12:33:24.941,88,58,1410,1410,88
 2024/04/25 12:33:27.265,90,73,1410,1410,90
 2024/04/25 12:33:29.583,29,24,1365,1410,28.07446809
 2024/04/25 12:33:31.916,69,58,1410,1410,69
 2024/04/25 12:33:34.267,91,74,1410,1410,91
 2024/04/25 12:33:36.601,92,75,1410,1410,92
 2024/04/25 12:33:38.934,91,75,1410,1410,91
 2024/04/25 12:33:41.278,34,28,1215,1410,29.29787234
 2024/04/25 12:33:43.624,87,73,1410,1410,87
 2024/04/25 12:33:45.923,90,76,1410,1410,90
 2024/04/25 12:33:48.239,83,70,1410,1410,83
 2024/04/25 12:33:50.586,89,75,1410,1410,89
 2024/04/25 12:33:52.998,87,73,1410,1410,87
 2024/04/25 12:33:55.258,79,37,1380,1410,77.31914894
 2024/04/25 12:33:57.570,92,77,1410,1410,92
 2024/04/25 12:33:59.899,92,74,1410,1410,92
 2024/04/25 12:34:02.251,92,76,1410,1410,92
 2024/04/25 12:34:04.595,91,76,1410,1410,91
 2024/04/25 12:34:06.923,95,59,1410,1410,95
 2024/04/25 12:34:09.218,96,49,1410,1410,96
 2024/04/25 12:34:11.515,92,54,1410,1410,92
 2024/04/25 12:34:13.811,91,49,1410,1410,91
 2024/04/25 12:34:16.099,93,50,1410,1410,93
 2024/04/25 12:34:18.385,93,51,1410,1410,93
 2024/04/25 12:34:20.664,94,49,1410,1410,94
 2024/04/25 12:34:22.956,92,49,1410,1410,92
 2024/04/25 12:34:25.243,91,53,1410,1410,91
 2024/04/25 12:34:27.544,89,30,1335,1410,84.26595745
 2024/04/25 12:34:29.830,89,46,1365,1410,86.15957447
 2024/04/25 12:34:32.103,94,56,1410,1410,94
 2024/04/25 12:34:34.410,96,52,1410,1410,96
 2024/04/25 12:34:36.697,93,52,1410,1410,93
 2024/04/25 12:34:38.993,94,45,1410,1410,94
 2024/04/25 12:34:41.218,90,74,1410,1410,90
 2024/04/25 12:34:43.546,93,60,1410,1410,93
 2024/04/25 12:34:45.912,92,76,1410,1410,92
 2024/04/25 12:34:48.256,93,77,1410,1410,93
